categories;product_parent_id;product_code;product_name;price_value;product_vendor_id;price_currency_id;product_published
Телевизоры; 0;f101018;Держатель автомобильный для навигатора/Tablet PC HAMA (H-93793) крепление на подголовник. черный;329121.9;995; 20;1
Телевизоры; 0;f101007;Зарядник USB устройств от автомобильного прикуривателя HAMA Picco (H-104821) 12В. кабель USB. черный;160334.1;995; 20;1

