"Категория;";"Имя продукта;";"Код продукта;";"Цена, бел.руб;"; Цена, бел.руб 
Мыши других производителей ;BHP-003S Bluetooth stereo headset, silver color;094610; 240 336 ; 200 280 
Мыши других производителей ;KB-9627LU-R letter-illuminated mini keyboard, silver&black, Russian layout, USB;067876; 146 328 ; 121 940 
Мыши других производителей ;KB-9630SB-R letter-illuminated keyboard, silver/black, Russian layout, combo;094613; 144 276 ; 120 230 
Мыши других производителей ;KB-9805LU-R Backlight USB keyboard,18 hotkeys, Russian layout;072779; 126 240 ; 105 200 
Мыши других производителей ;MHS-108 Stereo headset with volume control, black-silver color;094615; 42 084 ; 35 070 
Мыши других производителей ;MHS-108-B Stereo headset with volume control, black color;094616; 42 084 ; 35 070 
Мыши других производителей ;MHS-121 Stereo headset/ Black;094606; 22 236 ; 18 530 
Мыши других производителей ;MUSG1 Optical 3 button wheel gaming mouse with USB interface;094621; 54 108 ; 45 090 
Мыши других производителей ;MUSOPTI2-USB optical mouse USB;094625; 26 448 ; 22 040 
Мыши других производителей ;Net-201 Internet chat headset ;094628; 18 036 ; 15 030 
Мыши других производителей ;SPK-BT-01 Bluetooth speaker ;094631; 203 196 ; 169 330 
Мыши других производителей ;WHS-104 Wireless stereo headset ;094632; 239 256 ; 199 380 
Мыши других производителей;Abyssus infrared gaming mouse,  3500dpi, 3.5G infrared sensor, 1000Hz Ultrapolling, 1ms, USB;072433; 359 508 ; 299 590 
Мыши других производителей;DeathAdder 3500 High Precision Infrared Gaming Mouse, 3.5G infrared sensor, 5 programmable buttons,On-The-Fly Sensitivity adjustment, Always-On mode, Ultra-large non-slip buttons;072428; 539 256 ; 449 380 
Мыши других производителей;Lachesis Ambidextrous Precision Gaming Mouse, 4000dpi, 32KB onboard memory, 9 programmable buttons, 24 click positions wheel;072429; 625 884 ; 521 570 
Мыши других производителей;Lycosa Mirror Backlit Gaming Keyboard - Russian Layout;054218; 713 616 ; 594 680 
Мыши других производителей;Mamba Ergonomic Wireless Gaming Mouse;092110; 1 173 504 ; 977 920 
Мыши других производителей;Naga Epic Elite Wirelles Gaming Mouse, 17 Fully-programmable button, (including 12 button thumb grid);086674; 1 153 308 ; 961 090 
Мыши других производителей;Orochi Bluetooth Notebook Gaming Mouse, 2000DPI (Wireless Mode), 4000DPI (wired mode), 3G Laser sensor, 125Hz polling (wireless mode), 1000Hz (wired mode), On-The-Fly Sensitivity adjustment,  2x AA batt.;054213; 630 948 ; 525 790 
Мыши других производителей;Orochi Bluetooth Notebook Gaming Mouse, Black chrome 2000DPI (Wireless Mode), 4000DPI (wired mode), 3G Laser sensor, 125Hz polling (wireless mode), 1000Hz (wired mode), On-The-Fly Sensitivity adjustment,  2x AA batt.;087083; 618 348 ; 515 290 
Мыши других производителей;Naga-Molten Edition Laser Gaming Mouse, 17 programmable buttons, 5600dpi, 1000Hz;074985; 721 248 ; 601 040 
Мыши других производителей;Cyborg R.A.T. 3 Gaming Mouse, 3200 dpi, 1000Hz report rate, 5 buttons, 3 modes, USB;052182; 325 824 ; 271 520 
Мыши других производителей;Cyborg R.A.T. 5 Gaming Mouse, 4000 dpi, 1000Hz report rate, 7 buttons, 3 modes, USB;052185; 437 808 ; 364 840 
Мыши других производителей;Cyborg R.A.T. M.M.O. 7 Gaming Mouse;090706; 816 732 ; 680 610 
Мыши других производителей;Eclipse Bluetooth Mobile Mouse, 4 button, 4-way scroll ball, FlexGrip, 1600dpi laser;052187; 430 272 ; 358 560 
Мыши других производителей;Eclipse Bluetooth Touch Mouse, 3 button, 4-way touch scroll, 1600 dpi laser sensor, Aluminum surface, Power off switch;045751; 430 272 ; 358 560 
USB Flash Drive Silicon Power ;16GB, USB 3.0 FlASH DRIVE, MARVEL SERIES M01, BLUE;086906; 126 948 ; 105 790 
USB Flash Drive Silicon Power ;32GB, USB 3.0 FlASH DRIVE, MARVEL SERIES M60, SILVER;093933; 409 176 ; 340 980 
USB Flash Drive Silicon Power ;8GB, USB 3.0 FlASH DRIVE, MARVEL SERIES M01, BLUE;086905; 70 260 ; 58 550 
USB Flash Drive Silicon Power ;16GB, USB 2.0 FLASH DRIVE LUXMINI 720, DEEP BLUE;093940; 100 968 ; 84 140 
USB Flash Drive Silicon Power ;16GB, USB 2.0 FLASH DRIVE LUXMINI 720, PEACH;093944; 100 968 ; 84 140 
USB Flash Drive Silicon Power ;16GB, USB 2.0 FLASH DRIVE LUXMINI 910, SILVER;083272; 96 240 ; 80 200 
USB Flash Drive Silicon Power ;16GB, USB 2.0 FLASH DRIVE TOUCH 810, BLUE;080110; 97 416 ; 81 180 
USB Flash Drive Silicon Power ;16GB, USB 2.0 FLASH DRIVE TOUCH 810, RED;080117; 97 416 ; 81 180 
USB Flash Drive Silicon Power ;16GB, USB 2.0 FLASH DRIVE TOUCH 850, AMBER;087344; 109 236 ; 91 030 
USB Flash Drive Silicon Power ;16GB, USB 2.0 FLASH DRIVE TOUCH 850, TITANIUM;080084; 109 236 ; 91 030 
USB Flash Drive Silicon Power ;16GB, USB 2.0 FLASH DRIVE TOUCH 851, GOLD;081834; 109 236 ; 91 030 
USB Flash Drive Silicon Power ;16GB, USB 2.0 FLASH DRIVE TOUCH 851, SILVER;081835; 109 236 ; 91 030 
USB Flash Drive Silicon Power ;16GB, USB 2.0 FLASH DRIVE ULTIMA U01, BLUE;091236; 95 064 ; 79 220 
USB Flash Drive Silicon Power ;2GB, USB 2.0 FLASH DRIVE TOUCH 835, BLUE;093952; 37 188 ; 30 990 
USB Flash Drive Silicon Power ;32GB, USB 2.0 FLASH DRIVE HELIOS 101, BLUE;093934; 198 984 ; 165 820 
USB Flash Drive Silicon Power ;32GB, USB 2.0 FLASH DRIVE HELIOS 101, GREEN;093935; 198 984 ; 165 820 
USB Flash Drive Silicon Power ;32GB, USB 2.0 FLASH DRIVE LUXMINI 720, DEEP BLUE;093941; 207 240 ; 172 700 
USB Flash Drive Silicon Power ;32GB, USB 2.0 FLASH DRIVE LUXMINI 720, PEACH;093945; 207 240 ; 172 700 
USB Flash Drive Silicon Power ;32GB, USB 2.0 FLASH DRIVE LUXMINI 910, SILVER;093936; 204 888 ; 170 740 
USB Flash Drive Silicon Power ;32GB, USB 2.0 FLASH DRIVE TOUCH 850, AMBER;093948; 216 684 ; 180 570 
USB Flash Drive Silicon Power ;32GB, USB 2.0 FLASH DRIVE TOUCH 850, TITANIUM;093949; 216 684 ; 180 570 
USB Flash Drive Silicon Power ;32GB, USB 2.0 FLASH DRIVE ULTIMA U01, BLUE;093956; 201 336 ; 167 780 
USB Flash Drive Silicon Power ;8GB, USB 2.0 FLASH DRIVE TOUCH 850, AMBER;085807; 66 720 ; 55 600 
USB Flash Drive Silicon Power ;8GB, USB 2.0 FLASH DRIVE TOUCH 850, TITANIUM;080116; 66 720 ; 55 600 
USB Flash Drive Silicon Power ;8GB, USB 2.0 FLASH DRIVE TOUCH 851, GOLD;080105; 64 356 ; 53 630 
USB Flash Drive Silicon Power ;8GB, USB 2.0 FLASH DRIVE TOUCH 851, SILVER;080107; 64 356 ; 53 630 
 Сумки для Ноутбуков Нетбуков;"SALE !!!  Neo-Art Stretch Sleeve NUN-825 for 15.6"" (Black)/ Neoprene/ Internal size: 37.5 x 29.8 x 2.9 cm";080958; 154 836 ; 129 030 
 Сумки для Ноутбуков Нетбуков;"Air Cube NUN-707 Sleeve for 17.3"" (Black)";094851; 239 868 ; 199 890 
 Сумки для Ноутбуков Нетбуков;"Impact Guard PUN-883 Sleeve for 13.3"" (Blue)";094853; 121 536 ; 101 280 
 Сумки для Ноутбуков Нетбуков;"Impact Guard PUN-885 Sleeve for 15"" (Blue)";094854; 143 928 ; 119 940 
 Сумки для Ноутбуков Нетбуков;"ImpuctGuard Insert Sleeve PUN-812BK for 12.1"" (Black) / Scratch-resistant interior velvet lining / Interior: 31.8 x 25.4 x 3.8 cm";075655; 121 548 ; 101 290 
 Сумки для Ноутбуков Нетбуков;"Impulse & Fashion Place PON-451 Notebook case for 13.3"" (Black)";094815; 195 108 ; 162 590 
 Сумки для Ноутбуков Нетбуков;"Impulse & Fashion Place PON-451 Notebook case for 13.3"" (Light Blue)";094817; 195 120 ; 162 600 
 Сумки для Ноутбуков Нетбуков;"Impulse & Fashion Place PON-451 Notebook case for 13.3"" (Pink)";094814; 195 120 ; 162 600 
 Сумки для Ноутбуков Нетбуков;"Impulse & Fashion Place PON-452 Notebook case for 15.4"" (Light Blue)";094823; 236 712 ; 197 260 
 Сумки для Ноутбуков Нетбуков;"Impulse & Fashion Place PON-452 Notebook case for 16"" (Orange)";094818; 235 092 ; 195 910 
 Сумки для Ноутбуков Нетбуков;"Impulse & Fashion Place PON-457 Notebook Backpack for 15.4"" (Black)";094824; 284 676 ; 237 230 
 Сумки для Ноутбуков Нетбуков;"Impulse & Fashion Place PON-457 Notebook Backpack for 15.4"" (Light Blue)";094826; 284 676 ; 237 230 
 Сумки для Ноутбуков Нетбуков;"Impulse & Fashion Place PON-457 Notebook Backpack for 15.4"" (Pink)";094825; 284 676 ; 237 230 
 Сумки для Ноутбуков Нетбуков;"Impulse & Fashion Place PON-459 Notebook case for 15.4"" (Black)";094827; 257 472 ; 214 560 
 Сумки для Ноутбуков Нетбуков;"Impulse & Fashion Place PON-459 Notebook case for 15.4"" (Light Blue)";094829; 257 472 ; 214 560 
 Сумки для Ноутбуков Нетбуков;"Impulse & Fashion Place PON-459 Notebook case for 15.4"" (Pink)";094828; 257 472 ; 214 560 
 Сумки для Ноутбуков Нетбуков;"Impulse & Fashion Place PON-493 Notebook case for 13.3"" (Black)";094830; 318 252 ; 265 210 
 Сумки для Ноутбуков Нетбуков;"Impulse & Fashion Place PON-493 Notebook case for 13.3"" (Red)";094831; 318 252 ; 265 210 
 Сумки для Ноутбуков Нетбуков;"Impulse & Full Speed PJN-640 Notebook Backpack for 16"" (White)";094836; 321 444 ; 267 870 
 Сумки для Ноутбуков Нетбуков;"Impulse & Full Speed PON-445 Notebook Backpack for 15.4"" (Brown)";094834; 474 960 ; 395 800 
 Сумки для Ноутбуков Нетбуков;"Impulse & Full Speed PON-446WT Notebook Backpack for 15.4"" (Black/White)";094832; 422 208 ; 351 840 
 Сумки для Ноутбуков Нетбуков;"Impulse & Full Speed PON-448 Notebook Backpack for 15.4"" (Orange)";094833; 450 972 ; 375 810 
 Сумки для Ноутбуков Нетбуков;"Impulse & Full Speed PON-486 Notebook Backpack for 14.1"" (Black)";094835; 439 788 ; 366 490 
 Сумки для Ноутбуков Нетбуков;"Impulse Netbook case PON-341BK for 13"" (Black) / Interior: 35.6 x 25.4 x 4.5 cm / Front loading";075652; 170 328 ; 141 940 
 Сумки для Ноутбуков Нетбуков;"Impulse Netbook case PON-341BU for 13"" (Blue) / Interior: 35.6 x 25.4 x 4.5 cm / Front loading";075653; 170 328 ; 141 940 
 Сумки для Ноутбуков Нетбуков;"Impulse Notebook brief PON-343BK for 13"" (Black) / Water repellent Polyester / Interior: 35.6 x 25.4 x 4.5 cm / Top loading";075654; 168 720 ; 140 600 
 Сумки для Ноутбуков Нетбуков;"Impulse Notebook brief PON-343BK for 13"" (Blue) / Water repellent Polyester / Interior: 35.6 x 25.4 x 4.5 cm / Top loading";094811; 168 708 ; 140 590 
 Сумки для Ноутбуков Нетбуков;"NeoArt NUN-823  Sleeve for 13.3"" (Black)";094859; 165 528 ; 137 940 
 Сумки для Ноутбуков Нетбуков;"NeoArt NUN-823  Sleeve for 13.3"" (Magenta)";094860; 165 528 ; 137 940 
 Сумки для Ноутбуков Нетбуков;"Notebook Backpack PON-367BK for 16"" (Black)";085370; 232 692 ; 193 910 
 Сумки для Ноутбуков Нетбуков;"NRN-230 Superlight Courier Sleeve for iPad/Tablets 10"" (Black)";094861; 167 928 ; 139 940 
 Сумки для Ноутбуков Нетбуков;"Passage PON-301 Notebook case for 15.4"" (Black)";094792; 151 128 ; 125 940 
 Сумки для Ноутбуков Нетбуков;"Passage PON-306 Notebook case for 13.3"" (Blue)";094796; 111 948 ; 93 290 
 Сумки для Ноутбуков Нетбуков;"Passage PON-306 Notebook case for 13.3"" (Orange)";094799; 111 948 ; 93 290 
 Сумки для Ноутбуков Нетбуков;"Passage PON-306 Notebook case for 13.3"" (Red)";094800; 111 948 ; 93 290 
 Сумки для Ноутбуков Нетбуков;"Passage PON-306 Notebook case for 13.3"" (White)";094797; 111 948 ; 93 290 
 Сумки для Ноутбуков Нетбуков;"Passage PON-312 Notebook case for 18"" (Black)";094807; 266 268 ; 221 890 
 Сумки для Ноутбуков Нетбуков;"Score & NON-151 Notebook case for 12.1"" (Black)";094842; 249 480 ; 207 900 
 Сумки для Ноутбуков Нетбуков;"Score & NON-151 Notebook case for 12.1"" (Pink)";094843; 249 480 ; 207 900 
 Сумки для Ноутбуков Нетбуков;"Score & NON-154 Notebook case for 15.4"" (Black)";094845; 554 148 ; 461 790 
 Сумки для Ноутбуков Нетбуков;"Score NON-251 Notebook case for 14"" (Cherry)";094846; 465 372 ; 387 810 
 Сумки для Ноутбуков Нетбуков;"Score NON-253 Notebook case for 15.4"" (Black)";094847; 759 612 ; 633 010 
 Сумки для Ноутбуков Нетбуков;"Score NON-254 Notebook Backpack for 14.1"" (Black)";094848; 511 764 ; 426 470 
 Сумки для Ноутбуков Нетбуков;"Score NON-256 Notebook Case for 9"" (Cherry)";094849; 292 668 ; 243 890 
 Сумки для Ноутбуков Нетбуков;"SHE RULES NON-913 Notebook case for 15.4"" (Black)";094837; 411 000 ; 342 500 
 Сумки для Ноутбуков Нетбуков;"SHE RULES NON-913 Notebook case for 15.4"" (Red)";094838; 411 000 ; 342 500 
 Сумки для Ноутбуков Нетбуков;"SHE RULES NON-915 Notebook case for 15.4"" (Black)";094839; 414 192 ; 345 160 
 Сумки для Ноутбуков Нетбуков;"SHE RULES NON-915 Notebook case for 15.4"" (Grey)";094840; 414 192 ; 345 160 
 Сумки для Ноутбуков Нетбуков;"SHE RULES NON-915 Notebook case for 15.4"" (Red)";094841; 414 192 ; 345 160 
 Сумки для Ноутбуков Нетбуков;"SHE RULES Notebook case NON-936 for 15.6"" (Black) / Nylon with insets of natural leather / Internal: 38.7 x 27.9 x 5.7cm";080949; 396 612 ; 330 510 
 Сумки для Ноутбуков Нетбуков;"SHE RULES Notebook case NON-936 for 15.6"" (Mocha) / Nylon with insets of natural leather / Internal: 38.7 x 27.9 x 5.7cm";080957; 396 612 ; 330 510 
 Сумки для Ноутбуков Нетбуков;"SHE RULES Notebook case NON-936 for 15.6"" (Red) / Nylon with insets of natural leather / Internal: 38.7 x 27.9 x 5.7cm";080955; 396 612 ; 330 510 
Жесткие диски(HDD) 4;A-DATA 1TB Portable Hard Drive CH11 (Black) USB 3.0, Color Box;074590; 1 052 268 ;876890
Жесткие диски(HDD) 5;A-DATA 500GB Portable Hard Drive NH13 USB3.0 (Silver), Color box;079950; 649 920 ;541600
Жесткие диски(HDD) 6;A-DATA 750GB Portable Hard Drive NH13 USB3.0 (Silver), Color box;079953; 791 736 ;659780
Жесткие диски(HDD) 7;A-DATA 500GB Portable Hard Drive NH13 USB3.0 (Black), Color box;079954; 649 956 ;541630
Жесткие диски(HDD) 8;A-DATA 750GB Portable Hard Drive NH13 USB3.0 (Black), Color box;079955; 791 736 ;659780
Жесткие диски(HDD) 9;A-DATA 500GB Portable Hard Drive SH14 (Red), Color Box;079956; 679 872 ;566560
Жесткие диски(HDD) 10;A-DATA 1TB Portable Hard Drive NH13 USB3.0 (Silver), Color box;079974; 1 110 948 ;925790
Жесткие диски(HDD) 11;A-DATA 1TB Portable Hard Drive NH13 USB3.0 (Black), Color box;081676; 1 110 948 ;925790
Жесткие диски(HDD) 12;A-DATA 750GB Portable Hard Drive SH14 (Red), USB3.0, Color Box;085305; 834 936 ;695780
Жесткие диски(HDD) 13;A-DATA 500GB Portable Hard Drive CH11 (Pink) USB 3.0, Color Box;085316; 614 472 ;512060
Жесткие диски(HDD) 14;A-DATA 500GB Portable Hard Drive HD710 (Black) USB 3.0, Color Box;091671; 685 368 ;571140
Жесткие диски(HDD) 15;A-DATA 1TB Portable Hard Drive SH14 (Red), USB3.0, Color Box;097477; 1 037 724 ;864770
 Сумки для Ноутбуков Нетбуков;Targus Stylus for Media Tablets (Black);097230; 80 652 ;67210
 Сумки для Ноутбуков Нетбуков;"Targus Laptop Case for 15.4 - 16"" Classic+ Clamshell (CN415EU)";097232; 191 592 ;159660
 Сумки для Ноутбуков Нетбуков;"Targus Laptop Case for 15.4 - 16"" Classic+ Toploading (CN515EU)";097233; 245 400 ;204500
 Сумки для Ноутбуков Нетбуков;"Targus Laptop Case for 15.4 - 16"" Classic+ Clamshell with File Section (CNFS415EU)";097235; 275 904 ;229920
 Сумки для Ноутбуков Нетбуков;"Targus Laptop Case for 15.4 - 16"" Ultralite Corporate Traveller (CUCT02UA15EU)";097236; 666 096 ;555080
 Сумки для Ноутбуков Нетбуков;"Targus Laptop Case for 16"" Eco Spruce Slipcase (TBS045EU)";097237; 184 056 ;153380
 Сумки для Ноутбуков Нетбуков;"Targus Ladies Laptop Case Annette for 15.6"" (TLT078EU)";097259; 394 404 ;328670
