categories;product_name;;product_code;price_value;product_vendor_id;price_currency_id;product_published
Шлейфы;Кабель Orient IEEE-1394 6P-->4P 1.5/1.8м;;n8620;11836.35;1005;20;1
Шлейфы;Orient <UDL-20> Кабель-адаптер USB для связи 2-х компьютеров (PC <-->PC. PC <--> Mac. Mac <--> Mac);;n140200;113600.25;1005;20;1
Шлейфы;Кабель Hama удлинительный USB3.0 A-->A (3м) <54506>;;n119476;109386.84;1005;20;1
Шлейфы;Кабель Hama USB3.0 A-->B (5м) <39673>;;n119467;119967.78;1005;20;1
Шлейфы;Кабель Hama USB3.0 A-->B (3м) <39672>;;n119466;105618.87;1005;20;1
Шлейфы;Кабель USB3.0 <A-->B> 5м;;n104391;59983.716;1005;20;1
Шлейфы;Кабель USB3.0 <A-->B> 3м;;n104390;51645.114;1005;20;1
Шлейфы;Кабель USB3.0 A-->B (1.8м);;n102133;37209.639;1005;20;1
Шлейфы;Кабель Defender USB3.0 A-->B (1.8м) 2 фильтра <87446>;;n119947;48775.419;1005;20;1
Шлейфы;Кабель Defender USB2.0 A-->B (3м) 2 фильтра <USB04-10 PRO>;;n57200;42320.976;1005;20;1
Шлейфы;Кабель Defender USB2.0 A-->B (1.8м) <USB04-06>;;n69598;19904.382;1005;20;1
Шлейфы;Кабель Defender USB2.0-repeater. удлинительный активный <A-->A> 4.8м <USL111>;;n92134;126150.87;1005;20;1
Шлейфы;Кабель Defender удлинительный USB3.0 A-->A (1.8м) 2 фильтра <87445>;;n119946;55770.915;1005;20;1
Шлейфы;Кабель Defender удлинительный USB2.0 A-->A (1.8м) 2 фильтра <USB02-06 PRO/2>;;n59789;37209.639;1005;20;1
Шлейфы;Кабель Defender удлинительный USB2.0 A-->A (1.8м) <USB02-06(-2)>;;n70522;22059.024;1005;20;1
Шлейфы;Кабель Hama USB2.0 A-->B (3м) <46772>;;n60887;93966.09;1005;20;1
Шлейфы;Кабель Hama USB2.0 A-->B (5м) <45023>;;n60885;59983.716;1005;20;1
